COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
ITA	20-21	1976	"2,049"	"4,448"	299	571	"1,201"	2.330	12.187	
ITA	20-21	1977	"2,213"	"4,975"	302	573	"1,385"	2.198	14.274	
ITA	20-21	1978	"2,515"	"5,894"	297	560	"1,555"	2.286	16.001	
ITA	20-21	1979	"3,249"	"6,867"	298	558	"1,903"	2.335	18.369	
ITA	20-21	1980	"3,646"	"7,371"	293	552	"2,092"	2.265	22.238	
ITA	20-21	1981	"4,058"	"7,987"	273	512	"2,253"	1.715	26.234	
ITA	20-21	1982	"4,595"	"8,439"	266	501	"2,611"	1.436	30.557	
ITA	20-21	1983	"5,539"	"9,467"	262	486	"3,028"	1.279	35.033	
ITA	20-21	1984	"6,633"	"10,498"	250	462	"3,283"	1.106	38.815	
ITA	20-21	1985	"7,468"	"11,115"	248	456	"3,693"	1.017	42.388	
ITA	20-21	1986	"8,279"	"11,971"	244	459	"3,860"	1.303	44.856	
ITA	20-21	1987	"9,205"	"13,171"	248	473	"4,317"	1.495	46.986	
ITA	20-21	1988	"10,428"	"13,971"	248	478	"4,733"	1.491	49.362	
ITA	20-21	1989	"11,375"	"14,779"	249	479	"5,228"	1.412	52.452	
ITA	20-21	1990	"11,231"	"14,588"	244	471	"5,634"	1.619	55.839	
ITA	20-21	1991	"11,131"	"14,219"	236	447	"6,018"	1.566	59.329	
ITA	20-21	1992	"11,411"	"14,459"	225	427	"6,681"	1.579	62.456	
ITA	20-21	1993	"11,820"	"14,403"	218	414	"6,696"	1.232	65.346	
ITA	20-21	1994	"12,920"	"15,454"	207	387	"6,783"	1.202	67.993	
ITA	20-21	1995	"14,710"	"15,299"	201	379	"6,959"	1.189	71.553	
ITA	20-21	1996	"15,239"	"15,700"	195	373	"7,344"	1.255	74.420	
ITA	20-21	1997	"15,962"	"16,230"	197	374	"7,690"	1.138	75.941	
ITA	20-21	1998	"16,160"	"16,536"	200	383	"7,987"	1.117	77.425	
ITA	20-21	1999	"17,217"	"17,659"	201	381	"8,143"	1.067	78.713	
ITA	20-21	2000	"17,332"	"17,411"	199	380	"8,233"	0.924	80.711	
ITA	20-21	2001	"17,271"	"17,288"	198	372	"8,473"	0.895	82.959	
ITA	20-21	2002	"18,283"	"18,129"	202	374	"8,887"	0.944	85.004	
ITA	20-21	2003	"17,800"	"17,592"	197	355	"9,013"	1.131	87.276	
ITA	20-21	2004	"17,841"	"18,032"	195	360	"9,191"	1.243	89.202	
ITA	20-21	2005	"17,391"	"17,950"	197	366	"9,425"	1.246	90.973	
ITA	20-21	2006	"17,523"	"18,437"	195	359	"9,562"	1.256	92.875	
ITA	20-21	2007	"18,092"	"18,578"	195	358	"9,863"	1.371	94.574	
ITA	20-21	2008	"17,708"	"18,948"	189	350	"9,942"	1.472	97.740	
ITA	20-21	2009	"16,631"	"15,790"	181	328	"9,455"	1.393	98.497	
ITA	20-21	2010	"18,255"	"18,255"	178	324	"9,557"	1.327	100.000	
ITA	20-21	2011	"18,228"	"18,121"	177	323	"9,825"	1.391	102.781	
ITA	20-21	2012	"18,060"	"18,280"	180	320	"10,034"	1.286	105.907	
ITA	20-21	2013	"18,450"	"18,832"	176	314	"10,022"	1.328	107.199	
ITA	20-21	2014	"17,982"	"18,825"	171	301	"9,817"	1.329	107.457	
ITA	20-21	2015	"19,570"	"19,785"	170	303	"10,028"	1.110	107.499	
ITA	20-21	2016	"20,498"	"19,718"	173	314	"10,289"	1.107	107.398	
ITA	20-21	2017						1.129	108.715	
ITA	20-21	2018								
ITA	20	1950						3.105	2.882	
ITA	20	1951						3.109	3.160	
ITA	20	1952						3.109	3.296	
ITA	20	1953						3.109	3.360	
ITA	20	1954						3.109	3.709	
ITA	20	1955						3.109	3.781	
ITA	20	1956						3.109	3.909	
ITA	20	1957						3.109	3.960	
ITA	20	1958						3.110	4.073	
ITA	20	1959						3.109	4.053	
ITA	20	1960						3.109	4.148	
ITA	20	1961						3.104	4.233	
ITA	20	1962						3.104	4.431	
ITA	20	1963						3.104	4.762	
ITA	20	1964						3.104	5.043	
ITA	20	1965						3.104	5.271	
ITA	20	1966						3.104	5.395	
ITA	20	1967						3.104	5.596	
ITA	20	1968						3.104	5.668	
ITA	20	1969						3.104	5.818	
ITA	20	1970						3.104	6.108	
ITA	20	1971						3.127	6.400	
ITA	20	1972						3.326	6.768	
ITA	20	1973						3.327	7.499	
ITA	20	1974						2.983	8.936	
ITA	20	1975						2.971	10.451	
ITA	20	1976						2.330	12.187	
ITA	20	1977						2.198	14.274	
ITA	20	1978						2.286	16.001	
ITA	20	1979						2.335	18.369	
ITA	20	1980						2.265	22.238	
ITA	20	1981						1.715	26.234	
ITA	20	1982						1.436	30.557	
ITA	20	1983						1.279	35.033	
ITA	20	1984						1.106	38.815	
ITA	20	1985						1.017	42.388	
ITA	20	1986						1.303	44.856	
ITA	20	1987						1.495	46.986	
ITA	20	1988						1.491	49.362	
ITA	20	1989						1.412	52.452	
ITA	20	1990						1.619	55.839	
ITA	20	1991						1.566	59.329	
ITA	20	1992						1.579	62.456	
ITA	20	1993						1.232	65.346	
ITA	20	1994						1.202	67.993	
ITA	20	1995	"9,880"	"10,319"	130	246	"4,112"	1.189	71.553	
ITA	20	1996	"9,687"	"10,581"	126	241	"4,322"	1.255	74.420	
ITA	20	1997	"9,965"	"10,763"	126	240	"4,494"	1.138	75.941	
ITA	20	1998	"9,740"	"10,808"	128	245	"4,653"	1.117	77.425	
ITA	20	1999	"10,291"	"11,655"	128	243	"4,722"	1.067	78.713	
ITA	20	2000	"10,121"	"11,078"	125	240	"4,695"	0.924	80.711	
ITA	20	2001	"9,413"	"10,213"	122	230	"4,731"	0.895	82.959	
ITA	20	2002	"9,908"	"10,712"	124	232	"4,917"	0.944	85.004	
ITA	20	2003	"9,310"	"10,299"	119	217	"4,926"	1.131	87.276	
ITA	20	2004	"9,574"	"10,389"	119	221	"5,059"	1.243	89.202	
ITA	20	2005	"9,558"	"10,476"	123	230	"5,371"	1.246	90.973	
ITA	20	2006	"9,689"	"10,603"	124	228	"5,501"	1.256	92.875	
ITA	20	2007	"10,186"	"10,540"	122	226	"5,592"	1.371	94.574	
ITA	20	2008	"9,415"	"10,589"	119	222	"5,671"	1.472	97.740	
ITA	20	2009	"8,586"	"8,094"	115	207	"5,376"	1.393	98.497	
ITA	20	2010	"9,894"	"9,894"	113	206	"5,514"	1.327	100.000	
ITA	20	2011	"9,683"	"9,255"	113	206	"5,679"	1.391	102.781	
ITA	20	2012	"9,581"	"9,573"	115	204	"5,834"	1.286	105.907	
ITA	20	2013	"9,829"	"9,936"	114	203	"5,919"	1.328	107.199	
ITA	20	2014	"9,877"	"10,015"	112	196	"5,836"	1.329	107.457	
ITA	20	2015	"10,887"	"10,502"	110	195	"5,982"	1.110	107.499	
ITA	20	2016	"11,353"	"10,421"	113	202	"6,084"	1.107	107.398	
ITA	20	2017						1.129	108.715	
ITA	20	2018								
ITA	21	1950						3.105	2.882	
ITA	21	1951						3.109	3.160	
ITA	21	1952						3.109	3.296	
ITA	21	1953						3.109	3.360	
ITA	21	1954						3.109	3.709	
ITA	21	1955						3.109	3.781	
ITA	21	1956						3.109	3.909	
ITA	21	1957						3.109	3.960	
ITA	21	1958						3.110	4.073	
ITA	21	1959						3.109	4.053	
ITA	21	1960						3.109	4.148	
ITA	21	1961						3.104	4.233	
ITA	21	1962						3.104	4.431	
ITA	21	1963						3.104	4.762	
ITA	21	1964						3.104	5.043	
ITA	21	1965						3.104	5.271	
ITA	21	1966						3.104	5.395	
ITA	21	1967						3.104	5.596	
ITA	21	1968						3.104	5.668	
ITA	21	1969						3.104	5.818	
ITA	21	1970						3.104	6.108	
ITA	21	1971						3.127	6.400	
ITA	21	1972						3.326	6.768	
ITA	21	1973						3.327	7.499	
ITA	21	1974						2.983	8.936	
ITA	21	1975						2.971	10.451	
ITA	21	1976						2.330	12.187	
ITA	21	1977						2.198	14.274	
ITA	21	1978						2.286	16.001	
ITA	21	1979						2.335	18.369	
ITA	21	1980						2.265	22.238	
ITA	21	1981						1.715	26.234	
ITA	21	1982						1.436	30.557	
ITA	21	1983						1.279	35.033	
ITA	21	1984						1.106	38.815	
ITA	21	1985						1.017	42.388	
ITA	21	1986						1.303	44.856	
ITA	21	1987						1.495	46.986	
ITA	21	1988						1.491	49.362	
ITA	21	1989						1.412	52.452	
ITA	21	1990						1.619	55.839	
ITA	21	1991						1.566	59.329	
ITA	21	1992						1.579	62.456	
ITA	21	1993						1.232	65.346	
ITA	21	1994						1.202	67.993	
ITA	21	1995	"4,830"	"4,981"	71	134	"2,848"	1.189	71.553	
ITA	21	1996	"5,552"	"5,204"	70	132	"3,022"	1.255	74.420	
ITA	21	1997	"5,997"	"5,557"	71	134	"3,196"	1.138	75.941	
ITA	21	1998	"6,421"	"5,876"	73	138	"3,333"	1.117	77.425	
ITA	21	1999	"6,927"	"6,231"	73	138	"3,421"	1.067	78.713	
ITA	21	2000	"7,211"	"6,495"	74	141	"3,539"	0.924	80.711	
ITA	21	2001	"7,858"	"7,198"	76	142	"3,742"	0.895	82.959	
ITA	21	2002	"8,375"	"7,563"	78	143	"3,970"	0.944	85.004	
ITA	21	2003	"8,490"	"7,513"	78	137	"4,087"	1.131	87.276	
ITA	21	2004	"8,267"	"7,741"	77	140	"4,132"	1.243	89.202	
ITA	21	2005	"7,833"	"7,547"	74	135	"4,054"	1.246	90.973	
ITA	21	2006	"7,833"	"7,868"	72	131	"4,060"	1.256	92.875	
ITA	21	2007	"7,906"	"8,039"	73	132	"4,271"	1.371	94.574	
ITA	21	2008	"8,293"	"8,409"	70	128	"4,272"	1.472	97.740	
ITA	21	2009	"8,046"	"7,696"	67	121	"4,079"	1.393	98.497	
ITA	21	2010	"8,361"	"8,361"	65	118	"4,043"	1.327	100.000	
ITA	21	2011	"8,546"	"8,898"	64	117	"4,146"	1.391	102.781	
ITA	21	2012	"8,479"	"8,711"	64	117	"4,200"	1.286	105.907	
ITA	21	2013	"8,621"	"8,899"	62	111	"4,102"	1.328	107.199	
ITA	21	2014	"8,105"	"8,834"	59	106	"3,981"	1.329	107.457	
ITA	21	2015	"8,683"	"9,341"	60	108	"4,047"	1.110	107.499	
ITA	21	2016	"9,145"	"9,354"	61	111	"4,204"	1.107	107.398	
ITA	21	2017						1.129	108.715	
ITA	21	2018								
ITA	22-23	1950						3.105	2.882	
ITA	22-23	1951						3.109	3.160	
ITA	22-23	1952						3.109	3.296	
ITA	22-23	1953						3.109	3.360	
ITA	22-23	1954						3.109	3.709	
ITA	22-23	1955						3.109	3.781	
ITA	22-23	1956						3.109	3.909	
ITA	22-23	1957						3.109	3.960	
ITA	22-23	1958						3.110	4.073	
ITA	22-23	1959						3.109	4.053	
ITA	22-23	1960						3.109	4.148	
ITA	22-23	1961						3.104	4.233	
ITA	22-23	1962						3.104	4.431	
ITA	22-23	1963						3.104	4.762	
ITA	22-23	1964						3.104	5.043	
ITA	22-23	1965						3.104	5.271	
ITA	22-23	1966						3.104	5.395	
ITA	22-23	1967						3.104	5.596	
ITA	22-23	1968						3.104	5.668	
ITA	22-23	1969						3.104	5.818	
ITA	22-23	1970	871	"8,532"	505	962	571	3.104	6.108	
ITA	22-23	1971	977	"9,100"	517	961	663	3.127	6.400	
ITA	22-23	1972	"1,102"	"10,388"	510	944	722	3.326	6.768	
ITA	22-23	1973	"1,348"	"11,881"	510	954	867	3.327	7.499	
ITA	22-23	1974	"1,886"	"12,907"	520	941	"1,154"	2.983	8.936	
ITA	22-23	1975	"1,956"	"11,616"	519	934	"1,379"	2.971	10.451	
ITA	22-23	1976	"2,608"	"13,684"	515	923	"1,717"	2.330	12.187	
ITA	22-23	1977	"3,165"	"14,308"	515	914	"2,082"	2.198	14.274	
ITA	22-23	1978	"3,557"	"15,347"	507	901	"2,354"	2.286	16.001	
ITA	22-23	1979	"4,366"	"16,445"	509	899	"2,843"	2.335	18.369	
ITA	22-23	1980	"5,750"	"15,944"	508	928	"3,363"	2.265	22.238	
ITA	22-23	1981	"6,610"	"15,541"	502	912	"3,978"	1.715	26.234	
ITA	22-23	1982	"7,384"	"15,125"	502	916	"4,610"	1.436	30.557	
ITA	22-23	1983	"7,824"	"14,970"	482	865	"4,815"	1.279	35.033	
ITA	22-23	1984	"8,676"	"15,684"	472	843	"5,330"	1.106	38.815	
ITA	22-23	1985	"9,285"	"15,713"	457	817	"5,759"	1.017	42.388	
ITA	22-23	1986	"10,919"	"16,209"	477	874	"6,453"	1.303	44.856	
ITA	22-23	1987	"11,983"	"17,227"	484	896	"6,881"	1.495	46.986	
ITA	22-23	1988	"13,000"	"18,391"	497	933	"7,694"	1.491	49.362	
ITA	22-23	1989	"14,467"	"19,635"	518	970	"8,784"	1.412	52.452	
ITA	22-23	1990	"15,358"	"20,090"	524	988	"9,656"	1.619	55.839	
ITA	22-23	1991	"15,742"	"19,512"	513	956	"10,218"	1.566	59.329	
ITA	22-23	1992	"16,627"	"19,783"	495	919	"10,599"	1.579	62.456	
ITA	22-23	1993	"16,734"	"19,317"	480	891	"10,721"	1.232	65.346	
ITA	22-23	1994	"17,832"	"20,392"	476	884	"11,008"	1.202	67.993	
ITA	22-23	1995	"19,188"	"20,879"	471	881	"11,648"	1.189	71.553	
ITA	22-23	1996	"19,751"	"21,234"	475	879	"12,322"	1.255	74.420	
ITA	22-23	1997	"20,029"	"21,594"	480	888	"12,902"	1.138	75.941	
ITA	22-23	1998	"20,990"	"22,111"	481	901	"13,019"	1.117	77.425	
ITA	22-23	1999	"21,819"	"22,841"	487	908	"13,501"	1.067	78.713	
ITA	22-23	2000	"22,256"	"23,281"	489	907	"13,886"	0.924	80.711	
ITA	22-23	2001	"22,971"	"23,293"	494	913	"14,441"	0.895	82.959	
ITA	22-23	2002	"24,966"	"24,728"	500	922	"14,929"	0.944	85.004	
ITA	22-23	2003	"23,921"	"23,895"	492	900	"15,227"	1.131	87.276	
ITA	22-23	2004	"24,220"	"24,498"	478	873	"15,395"	1.243	89.202	
ITA	22-23	2005	"24,445"	"24,480"	476	866	"15,735"	1.246	90.973	
ITA	22-23	2006	"24,362"	"24,752"	466	847	"15,785"	1.256	92.875	
ITA	22-23	2007	"25,441"	"24,896"	469	872	"16,504"	1.371	94.574	
ITA	22-23	2008	"23,785"	"23,663"	457	835	"16,602"	1.472	97.740	
ITA	22-23	2009	"21,467"	"20,447"	435	735	"15,425"	1.393	98.497	
ITA	22-23	2010	"21,828"	"21,828"	415	713	"15,417"	1.327	100.000	
ITA	22-23	2011	"21,283"	"21,789"	404	699	"15,467"	1.391	102.781	
ITA	22-23	2012	"20,442"	"20,633"	395	660	"15,026"	1.286	105.907	
ITA	22-23	2013	"20,305"	"20,164"	376	639	"14,510"	1.328	107.199	
ITA	22-23	2014	"20,502"	"20,386"	361	619	"14,229"	1.329	107.457	
ITA	22-23	2015	"21,344"	"20,368"	351	603	"14,542"	1.110	107.499	
ITA	22-23	2016	"22,117"	"20,943"	349	614		1.107	107.398	
ITA	22-23	2017						1.129	108.715	
ITA	22-23	2018								
ITA	22	1950						3.105	2.882	
ITA	22	1951						3.109	3.160	
ITA	22	1952						3.109	3.296	
ITA	22	1953						3.109	3.360	
ITA	22	1954						3.109	3.709	
ITA	22	1955						3.109	3.781	
ITA	22	1956						3.109	3.909	
ITA	22	1957						3.109	3.960	
ITA	22	1958						3.110	4.073	
ITA	22	1959						3.109	4.053	
ITA	22	1960						3.109	4.148	
ITA	22	1961						3.104	4.233	
ITA	22	1962						3.104	4.431	
ITA	22	1963						3.104	4.762	
ITA	22	1964						3.104	5.043	
ITA	22	1965						3.104	5.271	
ITA	22	1966						3.104	5.395	
ITA	22	1967						3.104	5.596	
ITA	22	1968						3.104	5.668	
ITA	22	1969						3.104	5.818	
ITA	22	1970						3.104	6.108	
ITA	22	1971						3.127	6.400	
ITA	22	1972						3.326	6.768	
ITA	22	1973						3.327	7.499	
ITA	22	1974						2.983	8.936	
ITA	22	1975						2.971	10.451	
ITA	22	1976						2.330	12.187	
ITA	22	1977						2.198	14.274	
ITA	22	1978						2.286	16.001	
ITA	22	1979						2.335	18.369	
ITA	22	1980						2.265	22.238	
ITA	22	1981						1.715	26.234	
ITA	22	1982						1.436	30.557	
ITA	22	1983						1.279	35.033	
ITA	22	1984						1.106	38.815	
ITA	22	1985						1.017	42.388	
ITA	22	1986						1.303	44.856	
ITA	22	1987						1.495	46.986	
ITA	22	1988						1.491	49.362	
ITA	22	1989						1.412	52.452	
ITA	22	1990						1.619	55.839	
ITA	22	1991						1.566	59.329	
ITA	22	1992						1.579	62.456	
ITA	22	1993						1.232	65.346	
ITA	22	1994						1.202	67.993	
ITA	22	1995	"8,920"	"9,438"	211	393	"5,202"	1.189	71.553	
ITA	22	1996	"9,290"	"9,585"	215	397	"5,613"	1.255	74.420	
ITA	22	1997	"9,498"	"10,006"	223	413	"6,038"	1.138	75.941	
ITA	22	1998	"10,458"	"10,716"	233	436	"6,334"	1.117	77.425	
ITA	22	1999	"10,468"	"10,816"	234	436	"6,554"	1.067	78.713	
ITA	22	2000	"10,401"	"10,715"	234	434	"6,751"	0.924	80.711	
ITA	22	2001	"10,367"	"10,523"	232	429	"6,933"	0.895	82.959	
ITA	22	2002	"11,155"	"11,300"	234	432	"7,207"	0.944	85.004	
ITA	22	2003	"10,474"	"10,839"	230	421	"7,316"	1.131	87.276	
ITA	22	2004	"10,545"	"11,205"	224	408	"7,403"	1.243	89.202	
ITA	22	2005	"10,572"	"10,839"	217	395	"7,322"	1.246	90.973	
ITA	22	2006	"10,621"	"11,129"	213	388	"7,397"	1.256	92.875	
ITA	22	2007	"11,020"	"11,112"	210	390	"7,570"	1.371	94.574	
ITA	22	2008	"10,428"	"10,496"	206	376	"7,636"	1.472	97.740	
ITA	22	2009	"9,649"	"9,216"	196	331	"7,092"	1.393	98.497	
ITA	22	2010	"10,345"	"10,345"	190	326	"7,322"	1.327	100.000	
ITA	22	2011	"10,409"	"10,368"	187	323	"7,534"	1.391	102.781	
ITA	22	2012	"10,690"	"10,170"	189	316	"7,639"	1.286	105.907	
ITA	22	2013	"10,901"	"10,120"	184	312	"7,571"	1.328	107.199	
ITA	22	2014	"11,324"	"10,636"	179	307	"7,591"	1.329	107.457	
ITA	22	2015	"11,984"	"10,688"	179	308	"7,929"	1.110	107.499	
ITA	22	2016						1.107	107.398	
ITA	22	2017						1.129	108.715	
ITA	22	2018								
ITA	23	1950						3.105	2.882	
ITA	23	1951						3.109	3.160	
ITA	23	1952						3.109	3.296	
ITA	23	1953						3.109	3.360	
ITA	23	1954						3.109	3.709	
ITA	23	1955						3.109	3.781	
ITA	23	1956						3.109	3.909	
ITA	23	1957						3.109	3.960	
ITA	23	1958						3.110	4.073	
ITA	23	1959						3.109	4.053	
ITA	23	1960						3.109	4.148	
ITA	23	1961						3.104	4.233	
ITA	23	1962						3.104	4.431	
ITA	23	1963						3.104	4.762	
ITA	23	1964						3.104	5.043	
ITA	23	1965						3.104	5.271	
ITA	23	1966						3.104	5.395	
ITA	23	1967						3.104	5.596	
ITA	23	1968						3.104	5.668	
ITA	23	1969						3.104	5.818	
ITA	23	1970						3.104	6.108	
ITA	23	1971						3.127	6.400	
ITA	23	1972						3.326	6.768	
ITA	23	1973						3.327	7.499	
ITA	23	1974						2.983	8.936	
ITA	23	1975						2.971	10.451	
ITA	23	1976						2.330	12.187	
ITA	23	1977						2.198	14.274	
ITA	23	1978						2.286	16.001	
ITA	23	1979						2.335	18.369	
ITA	23	1980						2.265	22.238	
ITA	23	1981						1.715	26.234	
ITA	23	1982						1.436	30.557	
ITA	23	1983						1.279	35.033	
ITA	23	1984						1.106	38.815	
ITA	23	1985						1.017	42.388	
ITA	23	1986						1.303	44.856	
ITA	23	1987						1.495	46.986	
ITA	23	1988						1.491	49.362	
ITA	23	1989						1.412	52.452	
ITA	23	1990						1.619	55.839	
ITA	23	1991						1.566	59.329	
ITA	23	1992						1.579	62.456	
ITA	23	1993						1.232	65.346	
ITA	23	1994						1.202	67.993	
ITA	23	1995	"10,268"	"11,474"	261	487	"6,446"	1.189	71.553	
ITA	23	1996	"10,462"	"11,684"	261	482	"6,709"	1.255	74.420	
ITA	23	1997	"10,532"	"11,602"	257	475	"6,864"	1.138	75.941	
ITA	23	1998	"10,532"	"11,388"	248	465	"6,686"	1.117	77.425	
ITA	23	1999	"11,351"	"12,031"	253	472	"6,948"	1.067	78.713	
ITA	23	2000	"11,855"	"12,581"	255	473	"7,134"	0.924	80.711	
ITA	23	2001	"12,604"	"12,790"	262	484	"7,508"	0.895	82.959	
ITA	23	2002	"13,811"	"13,450"	265	490	"7,723"	0.944	85.004	
ITA	23	2003	"13,447"	"13,074"	262	479	"7,911"	1.131	87.276	
ITA	23	2004	"13,675"	"13,318"	255	465	"7,992"	1.243	89.202	
ITA	23	2005	"13,873"	"13,635"	259	471	"8,412"	1.246	90.973	
ITA	23	2006	"13,740"	"13,623"	253	459	"8,388"	1.256	92.875	
ITA	23	2007	"14,421"	"13,780"	259	482	"8,934"	1.371	94.574	
ITA	23	2008	"13,357"	"13,161"	251	459	"8,966"	1.472	97.740	
ITA	23	2009	"11,818"	"11,229"	239	404	"8,334"	1.393	98.497	
ITA	23	2010	"11,482"	"11,482"	225	387	"8,094"	1.327	100.000	
ITA	23	2011	"10,874"	"11,422"	218	376	"7,932"	1.391	102.781	
ITA	23	2012	"9,752"	"10,444"	206	345	"7,387"	1.286	105.907	
ITA	23	2013	"9,404"	"10,002"	192	327	"6,940"	1.328	107.199	
ITA	23	2014	"9,179"	"9,649"	182	312	"6,638"	1.329	107.457	
ITA	23	2015	"9,360"	"9,571"	172	295	"6,612"	1.110	107.499	
ITA	23	2016						1.107	107.398	
ITA	23	2017						1.129	108.715	
ITA	23	2018								
ITA	24-25	1950						3.105	2.882	
ITA	24-25	1951						3.109	3.160	
ITA	24-25	1952						3.109	3.296	
ITA	24-25	1953						3.109	3.360	
ITA	24-25	1954						3.109	3.709	
ITA	24-25	1955						3.109	3.781	
ITA	24-25	1956						3.109	3.909	
ITA	24-25	1957						3.109	3.960	
ITA	24-25	1958						3.110	4.073	
ITA	24-25	1959						3.109	4.053	
ITA	24-25	1960						3.109	4.148	
ITA	24-25	1961						3.104	4.233	
ITA	24-25	1962						3.104	4.431	
ITA	24-25	1963						3.104	4.762	
ITA	24-25	1964						3.104	5.043	
ITA	24-25	1965						3.104	5.271	
ITA	24-25	1966						3.104	5.395	
ITA	24-25	1967						3.104	5.596	
ITA	24-25	1968						3.104	5.668	
ITA	24-25	1969						3.104	5.818	
ITA	24-25	1970	"1,405"	"14,023"	731	"1,478"	821	3.104	6.108	
ITA	24-25	1971	"1,375"	"13,782"	741	"1,460"	913	3.127	6.400	
ITA	24-25	1972	"1,422"	"13,891"	735	"1,447"	968	3.326	6.768	
ITA	24-25	1973	"1,890"	"14,142"	752	"1,495"	"1,209"	3.327	7.499	
ITA	24-25	1974	"2,705"	"14,768"	792	"1,525"	"1,611"	2.983	8.936	
ITA	24-25	1975	"2,651"	"13,730"	801	"1,529"	"1,919"	2.971	10.451	
ITA	24-25	1976	"3,547"	"16,476"	823	"1,564"	"2,466"	2.330	12.187	
ITA	24-25	1977	"4,221"	"17,311"	837	"1,578"	"2,989"	2.198	14.274	
ITA	24-25	1978	"4,751"	"17,474"	839	"1,587"	"3,375"	2.286	16.001	
ITA	24-25	1979	"5,961"	"20,088"	858	"1,608"	"4,101"	2.335	18.369	
ITA	24-25	1980	"7,395"	"23,024"	871	"1,650"	"5,064"	2.265	22.238	
ITA	24-25	1981	"8,460"	"22,492"	865	"1,623"	"6,097"	1.715	26.234	
ITA	24-25	1982	"9,557"	"22,511"	858	"1,619"	"6,961"	1.436	30.557	
ITA	24-25	1983	"10,402"	"22,862"	857	"1,596"	"7,996"	1.279	35.033	
ITA	24-25	1984	"11,801"	"23,806"	801	"1,470"	"8,703"	1.106	38.815	
ITA	24-25	1985	"12,628"	"24,077"	765	"1,420"	"9,507"	1.017	42.388	
ITA	24-25	1986	"13,504"	"23,578"	732	"1,366"	"9,868"	1.303	44.856	
ITA	24-25	1987	"14,327"	"24,747"	704	"1,335"	"10,699"	1.495	46.986	
ITA	24-25	1988	"16,636"	"26,475"	719	"1,383"	"11,760"	1.491	49.362	
ITA	24-25	1989	"18,589"	"27,729"	731	"1,399"	"13,134"	1.412	52.452	
ITA	24-25	1990	"19,129"	"27,952"	743	"1,426"	"14,139"	1.619	55.839	
ITA	24-25	1991	"19,387"	"28,303"	726	"1,379"	"14,998"	1.566	59.329	
ITA	24-25	1992	"19,571"	"28,243"	701	"1,318"	"15,414"	1.579	62.456	
ITA	24-25	1993	"20,235"	"27,576"	678	"1,275"	"15,490"	1.232	65.346	
ITA	24-25	1994	"23,190"	"30,429"	670	"1,259"	"16,041"	1.202	67.993	
ITA	24-25	1995	"27,464"	"33,442"	687	"1,290"	"17,212"	1.189	71.553	
ITA	24-25	1996	"28,475"	"33,581"	704	"1,337"	"18,884"	1.255	74.420	
ITA	24-25	1997	"29,009"	"34,235"	700	"1,329"	"19,742"	1.138	75.941	
ITA	24-25	1998	"30,177"	"34,673"	719	"1,374"	"20,272"	1.117	77.425	
ITA	24-25	1999	"30,188"	"35,154"	733	"1,376"	"20,942"	1.067	78.713	
ITA	24-25	2000	"31,029"	"35,707"	722	"1,364"	"21,049"	0.924	80.711	
ITA	24-25	2001	"31,847"	"36,499"	733	"1,380"	"22,030"	0.895	82.959	
ITA	24-25	2002	"32,190"	"36,969"	735	"1,381"	"22,587"	0.944	85.004	
ITA	24-25	2003	"33,802"	"37,902"	755	"1,409"	"24,137"	1.131	87.276	
ITA	24-25	2004	"34,904"	"38,114"	745	"1,381"	"24,570"	1.243	89.202	
ITA	24-25	2005	"36,066"	"39,400"	752	"1,374"	"25,245"	1.246	90.973	
ITA	24-25	2006	"39,332"	"42,238"	786	"1,448"	"26,867"	1.256	92.875	
ITA	24-25	2007	"43,488"	"44,269"	804	"1,488"	"28,456"	1.371	94.574	
ITA	24-25	2008	"42,710"	"43,011"	797	"1,456"	"29,160"	1.472	97.740	
ITA	24-25	2009	"33,072"	"32,633"	756	"1,283"	"26,091"	1.393	98.497	
ITA	24-25	2010	"36,296"	"36,296"	720	"1,247"	"26,671"	1.327	100.000	
ITA	24-25	2011	"37,416"	"37,017"	714	"1,260"	"27,370"	1.391	102.781	
ITA	24-25	2012	"35,031"	"36,633"	696	"1,192"	"26,661"	1.286	105.907	
ITA	24-25	2013	"34,271"	"36,239"	667	"1,144"	"26,207"	1.328	107.199	
ITA	24-25	2014	"35,631"	"37,371"	657	"1,137"	"26,186"	1.329	107.457	
ITA	24-25	2015	"36,127"	"37,748"	650	"1,131"	"26,540"	1.110	107.499	
ITA	24-25	2016	"37,551"	"39,191"	662	"1,189"		1.107	107.398	
ITA	24-25	2017						1.129	108.715	
ITA	24-25	2018								
ITA	24	1950						3.105	2.882	
ITA	24	1951						3.109	3.160	
ITA	24	1952						3.109	3.296	
ITA	24	1953						3.109	3.360	
ITA	24	1954						3.109	3.709	
ITA	24	1955						3.109	3.781	
ITA	24	1956						3.109	3.909	
ITA	24	1957						3.109	3.960	
ITA	24	1958						3.110	4.073	
ITA	24	1959						3.109	4.053	
ITA	24	1960						3.109	4.148	
ITA	24	1961						3.104	4.233	
ITA	24	1962						3.104	4.431	
ITA	24	1963						3.104	4.762	
ITA	24	1964						3.104	5.043	
ITA	24	1965						3.104	5.271	
ITA	24	1966						3.104	5.395	
ITA	24	1967						3.104	5.596	
ITA	24	1968						3.104	5.668	
ITA	24	1969						3.104	5.818	
ITA	24	1970						3.104	6.108	
