CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
GBR.3.0.0.437.HWCDWQ;United Kingdom;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89.2428750;88.6875322;89.7998655;89.7046979;91.9459767;92.9954682;94.5182505;93.7058550;95.2896986;97.2690109;98.5707677;101.4300334;103.6708698;100.7964493;100.7223482;101.5165699;100.9232958;100.2919417;102.0132725;100.8614459;100.0000000;101.3203704;101.8945446;101.2364693;102.1765521;NA;NA;NA;NA                                                                                                                                                                                                                                                                                      
TUR.3.0.0.437.HWCDWQ;Turkey;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3222005;2.4426296;4.6449092;7.7790622;11.4735406;16.0288830;21.3823993;29.2462411;36.8690581;43.6467611;46.1438599;49.4323816;52.7835575;55.7144571;58.5789929;61.9944673;66.4626454;73.5681654;79.8419080;90.1534635;100.0000000;118.0886633;125.2054280;142.2508624;169.5780962;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                           
NOR.3.0.0.437.HWCDWQ;Norway;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.6960608;70.2559024;70.8008645;73.5334473;74.8294459;75.1622123;76.7968909;78.2828291;79.1267053;79.9311893;81.4829565;83.1052993;85.2125971;88.1572610;90.1668006;90.9134567;93.1933882;95.6319224;97.8199229;99.0726676;100.0000000;99.1631500;98.6232292;98.8125482;99.4445072;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                           
CHE.3.0.0.437.HWCDWQ;Switzerland;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;136.3446481;132.4256200;129.2903913;125.5834718;122.5706398;120.3680362;120.7219446;119.3425711;115.7819133;112.4766253;111.6639472;110.4138996;110.3829605;109.4573511;109.9629391;108.3959186;106.8837795;105.5845940;105.0280133;102.3588006;100.0000000;97.7895438;95.7484237;93.7953947;92.4989889;NA;NA;NA;NA                                                                                                                                                                                                                                                                                  
AUS.3.0.0.437.HWCDWQ;Australia;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.0591746;72.7780615;72.6426213;73.9040363;74.6537730;74.8093701;75.8500092;78.2574855;79.6021671;82.0780057;82.7877829;86.0117072;88.2399500;87.5227370;91.2023074;96.5236387;99.2950278;99.0954486;100.2042860;100.2952027;100.0000000;99.1467807;99.4407290;98.8109663;97.9084104;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                      
CAN.3.0.0.437.HWCDWQ;Canada;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.6217004;104.9655497;104.5564795;102.5302965;100.6250794;100.3130101;99.3404302;98.4748149;96.7408312;96.0675455;96.5399139;97.2196636;97.3929617;97.6479912;98.0260441;96.7704032;97.6682642;98.8248243;99.9974089;100.6052446;100.0000000;97.4559858;96.5274945;97.1022271;96.2726267;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                    
JPN.3.0.0.437.HWCDWQ;Japan;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;207.4675203;201.4972767;196.7495896;186.6108358;177.4877380;169.0178311;160.4595221;151.8295364;144.8282948;138.8272230;135.4285927;130.3277247;124.4920230;120.5757862;114.0247332;109.3577448;106.5252977;104.7262155;102.7154291;101.4731673;100.0000000;99.4976908;97.3414772;95.7239006;93.6912447;NA;NA;NA;NA                                                                                                                                                                                                                                                                                        
MEX.3.0.0.437.HWCDWQ;Mexico;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37.8595891;45.3591260;53.5690823;61.5298510;71.0854206;77.8774243;83.2512435;85.1998980;87.0103677;86.6550635;88.3717173;88.8665776;90.0775618;92.4192359;95.1556023;91.5114990;94.2880515;95.5191846;97.8384733;99.4298656;100.0000000;101.4700987;103.1192259;105.8555794;106.5466828;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                       
NZL.3.0.0.437.HWCDWQ;New Zealand;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91.3843282;90.5622492;90.0445871;86.6563438;83.6033778;83.3145765;84.7484280;86.4127074;88.0730584;89.7770096;91.1814279;91.7099194;95.3522059;96.0039752;99.0191086;99.1025235;99.6413854;101.1796722;99.8760089;99.5302478;100.0000000;102.7104380;103.2435283;103.6705931;105.7816454;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                 
USA.3.0.0.437.HWCDWQ;United States;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92.6682516;91.8608197;90.5994655;92.0344793;91.9693478;92.7864319;92.7375916;93.0872124;94.1911814;95.8688697;96.5220764;97.2860617;98.2564412;98.1847251;98.1926811;99.7032081;99.5806662;99.5555701;98.7999087;99.0904263;100.0000000;99.7196692;100.5265745;100.5365264;100.7552182;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                 
FU12.3.0.0.437.HWCDWQ;EU12 (12 New Member States);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30.2453634;36.9044020;47.8837059;55.0078582;58.6661836;64.4045824;70.1785391;72.8473293;76.0240735;79.4400543;83.0376567;85.1905819;88.4368133;94.0271041;92.5992349;95.4423106;96.4813235;97.7362416;97.6964499;98.8460388;100.0000000;102.9963415;108.0925148;113.1610580;117.5133228;NA;NA;NA;NA                                                                                                                                                                                                                                                                                 
FA17.3.0.0.437.HWCDWQ;EA17 (17 countries);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;153.9784300;147.3201656;137.6406372;130.7186119;125.8178195;121.1307368;118.0976018;117.4470882;115.3145273;112.3671844;110.0278948;107.8058399;105.4423418;104.8380328;105.2896924;104.1609008;103.5368632;102.6386819;101.8177206;100.8323099;100.0000000;98.3533697;96.7869874;94.8803704;92.9798598;NA;NA;NA;NA                                                                                                                                                                                                                                                                         
FA18.3.0.0.437.HWCDWQ;EA18 (18 countries);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;153.8439256;147.2314210;137.5025849;130.5860725;125.7031540;121.0258526;117.9786013;117.3181530;115.2124181;112.3009109;110.0551926;107.9110125;105.6812510;105.1554752;105.5288803;104.3349579;103.7039943;102.7971193;101.9113140;100.8701877;100.0000000;98.2869176;96.6937297;94.7372811;92.7562223;NA;NA;NA;NA                                                                                                                                                                                                                                                                         
FA19.3.0.0.437.HWCDWQ;EA19 (19 countries);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;153.1109131;146.6429085;136.9600082;130.1014434;125.1918327;120.4885287;117.4549805;116.7979566;114.7309244;111.8974559;109.7429596;107.7511833;105.6094293;105.1809190;105.4059561;104.1731546;103.5775264;102.6765631;101.8315038;100.7840430;100.0000000;98.4110851;96.8702049;94.9564119;93.1095957;NA;NA;NA;NA                                                                                                                                                                                                                                                                         
FU27.3.0.0.437.HWCDWQ;EU27 (27 countries);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;132.1816911;129.5608792;125.1457883;119.8812602;116.1268531;113.0550288;111.5305021;111.5590312;110.1340759;107.9466562;106.5365858;104.7209862;103.2859920;104.6760639;105.0340201;104.6654600;104.1708744;103.3534166;102.1839912;100.9057443;100.0000000;98.8468234;98.2048850;97.2244618;95.8106442;NA;NA;NA;NA                                                                                                                                                                                                                                                                         
FU28.3.0.0.437.HWCDWQ;EU28 (28 countries);04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 37 industrial countries: double export weights ;(National currency: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;133.9254190;130.4119477;125.6162621;118.8902458;115.5399323;112.5168368;111.5121742;110.8170954;109.7689976;108.1328192;107.1608358;106.3682632;105.5999761;106.0094157;106.3607648;106.1314509;105.2757868;104.0520846;103.2561816;101.3317191;100.0000000;99.1060509;98.5692944;97.2344087;95.8893509;NA;NA;NA;NA                                                                                                                                                                                                                                                                         
BEL.3.0.30.415.HWCDWQ;Belgium;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;95.5524519;89.1993310;87.9484817;87.3476177;87.0438789;87.6078271;88.2290664;89.2809141;89.6256768;89.0426488;85.5586453;85.5465328;90.9623298;91.9817067;95.5956348;97.2749339;104.3946168;108.6595832;109.2765114;104.9198641;102.6770625;98.3020174;89.4427413;88.3587329;90.0842683;90.7923109;92.7330220;92.9973147;89.8700287;90.2514463;92.8040150;94.5212623;94.7542204;98.8849037;103.1865227;104.8444063;101.4983762;97.9558594;97.2760487;97.6858777;95.1851198;96.1839217;97.6668987;98.1182400;96.9091371;96.6262298;97.3604699;98.1335176;100.9065060;102.2938703;100.9115289;101.9516572;102.5624919;103.8223264;102.7162852;100.0000000;100.5573710;101.4802362;101.3261313;100.8954272;99.5317502;NA;NA;NA                                         
DNK.3.0.30.415.HWCDWQ;Denmark;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;76.3944422;78.7333514;80.8943568;78.4586066;79.6565336;83.6923655;85.5982690;89.0021831;88.5100548;90.8160786;88.6750299;88.8060093;86.4662569;91.8485311;94.5408292;93.6209620;97.3459465;97.2768447;96.6662906;93.4113172;83.3988690;81.2299727;82.4544111;85.6841107;84.9687244;85.8177653;88.1188829;91.9283294;90.9526555;87.6811415;88.0261506;85.4331595;84.7869416;88.4519510;87.0382070;90.5215846;90.1078496;88.1962384;90.4899802;91.4149549;89.3970966;91.2949773;92.6859318;94.5076789;94.5184277;95.6543197;96.1763313;96.9302545;100.1134410;104.5533647;103.8462997;102.3499485;101.0864608;101.2663451;101.0484175;100.0000000;101.3018432;102.1172125;101.9094383;101.2441510;103.5116508;NA;NA;NA                                                
DEU.3.0.30.415.HWCDWQ;Germany ("linked");04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;102.7174937;108.8075325;110.0255503;106.0172457;103.9593282;104.6507062;103.9769478;99.8559071;102.0044189;104.8154299;119.1561168;122.0085614;122.7157612;132.6620159;133.2981116;120.5204677;124.2368471;128.0823814;129.0277138;124.9983215;116.3206088;108.9775869;111.1877350;114.0755471;111.6111677;108.0132542;113.2374301;116.1714275;112.3835609;107.9055985;106.7805565;106.0131155;113.8967870;123.6492250;125.2709784;131.8180382;124.0468972;115.2950320;114.0326249;111.2715965;107.3142107;106.5541974;104.6840374;104.8120565;101.2349678;98.9131943;96.6491812;94.3406806;95.8338011;96.6795579;96.3679834;97.4505215;97.6705882;98.5880181;99.8625401;100.0000000;103.0740317;105.3342123;106.7083381;108.0171972;108.7347917;NA;NA;NA
IRL.3.0.30.415.HWCDWQ;Ireland;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;51.6975802;52.0496898;53.3014203;52.6670473;55.4577306;54.3249829;55.0626334;55.6699758;55.1147314;58.2934426;60.2385461;61.8207702;62.5296063;62.2033654;61.4361003;61.1669810;60.4403887;60.9679417;63.1703668;65.7773746;66.5809612;67.3895387;71.5315709;74.1080580;76.6160020;80.1028842;81.2067124;77.9977505;77.9879597;77.9668408;77.8356761;75.4736101;78.4242463;78.1694622;78.1906776;77.3018286;79.8567234;85.2980821;85.7538818;86.0320256;87.7894835;92.4223754;94.9435011;100.6829032;102.3641922;105.4977240;106.7138129;109.4465775;114.8761653;115.3261033;108.8276130;106.9707954;105.3228696;102.9040370;101.4231157;100.0000000;103.1963080;105.5605010;106.1804554;106.8279122;109.4659534;NA;NA;NA                                           
GRC.3.0.30.415.HWCDWQ;Greece;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;113.7746686;107.8588167;105.3705898;104.2096070;108.0684375;111.5127171;116.5038839;120.4521886;125.9712437;126.7613617;119.7959161;112.8990750;105.9034507;99.6019294;102.8504305;96.5054922;101.9693008;109.0725856;110.9313179;113.0703702;99.8878061;105.5417147;116.7726050;111.2617980;111.8458230;109.1038420;88.9909716;83.7298877;89.2721182;97.2872252;95.6400943;92.5707349;88.8418911;88.7079368;89.7010813;94.5610148;98.2823464;106.9512545;104.7054233;109.4279078;106.9332286;108.9388015;117.8137214;124.8378132;126.6738468;134.7872248;135.2241832;137.7285087;141.2233057;146.0392230;136.8550229;129.4283191;121.6214001;110.1074512;103.2246094;100.0000000;96.1462339;96.6254120;91.1147816;89.4866775;89.2935607;NA;NA;NA                    
ESP.3.0.30.415.HWCDWQ;Spain;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;50.1546420;51.6884659;54.7637148;61.0644341;63.4833248;67.6895383;74.2757041;78.0448494;71.6345218;73.6711166;70.8186695;71.0752656;75.7699948;79.4454710;85.4043470;86.3358907;89.6510464;89.4006588;91.3960606;104.6324215;99.8679165;100.3968881;100.7060855;91.3588289;96.1301594;97.6199384;96.3958401;96.3189678;101.9497253;108.8229034;113.2653632;117.8481329;119.2377657;111.5163164;106.0386841;104.7825236;105.9401013;101.7236051;101.5250926;100.1788115;98.8646594;98.9283602;99.7131172;99.9786150;99.5050245;99.5454037;100.1639572;101.3320202;107.6196490;112.3050900;110.3367021;108.4342658;104.5220939;103.2738829;101.6530223;100.0000000;99.9090738;99.5694045;99.1377910;99.0202644;98.0807329;NA;NA;NA                                      
FRA.3.0.30.415.HWCDWQ;France;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;112.6117771;114.0900143;118.0930100;122.3057357;121.7873873;119.2290127;116.7426161;117.8044434;127.5454830;123.2735608;109.9196531;106.8054295;107.6187519;109.4839830;103.4809657;115.6904707;115.8131849;112.1201594;112.6946443;112.9288454;113.9585787;113.2158200;111.6928024;109.5295451;109.5101999;111.3050360;111.4784962;108.1298440;105.1043957;102.8241695;103.2865712;98.6089334;98.1536530;102.6916921;102.0673869;103.3103462;101.4871270;96.8353171;96.9610689;95.5480308;93.4465795;93.5503092;94.5385171;96.0218986;96.4723821;97.4397613;97.7729657;97.3607688;99.1792207;101.3998543;101.4949546;101.8848109;101.7955733;102.5486063;101.7569909;100.0000000;101.2924203;102.3415320;101.9854878;99.1128254;96.2814144;NA;NA;NA                 
ITA.3.0.30.415.HWCDWQ;Italy;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;94.7949652;92.8724860;96.9968730;107.7832067;110.1253399;109.4252576;109.3539800;111.7848963;114.8400573;113.3401280;114.8694894;115.0691300;111.6113079;103.8586609;100.0904865;99.1272244;91.3680495;92.8595095;92.4946607;95.6128177;99.9589670;104.3988003;107.2877682;116.1256032;120.0501735;119.7118805;122.7416191;125.5849624;125.7632670;131.5885255;135.2690363;135.6533361;128.1771418;110.7363056;108.1366326;97.8794487;110.8008876;114.0395940;109.5957364;108.2679935;105.8885873;106.4334707;106.2002497;107.6719552;108.2122181;108.7106857;107.9972339;107.3072889;109.2266235;109.9996561;109.5434509;108.3020503;104.1160026;103.7007467;101.7428275;100.0000000;100.2295927;99.4298327;99.4292732;98.1394322;92.8722927;NA;NA;NA                
LUX.3.0.30.415.HWCDWQ;Luxembourg;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87.7879731;91.0511834;92.8073703;90.7419562;87.2926618;86.6301860;88.4732077;89.8559509;90.3653599;91.6002865;91.2462617;91.9444533;93.8183080;94.9571429;96.1967323;97.5988047;99.1829558;98.1699258;99.8332364;98.5280828;100.2578926;100.5492302;100.0000000;100.1904170;101.8988475;102.6507805;102.2023817;102.8297392;NA;NA;NA                                                                                                                                                                                                                                                                                                                          
NLD.3.0.30.415.HWCDWQ;Netherlands;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;97.9903520;99.2121145;97.2455516;97.6170347;103.7507606;105.8612414;108.1022642;110.5361354;113.9099761;117.7111984;115.1464498;117.7027987;120.9615786;125.9161778;132.2852183;132.2086650;134.9538505;138.8330340;138.7461574;133.1064967;124.2341442;115.8049382;119.8444457;119.4138072;112.8472866;109.5957468;111.8918375;112.4070259;107.9127487;101.9753182;99.3260858;96.8444121;96.2591305;100.6206718;100.7485109;102.0812231;98.4785440;94.4039123;95.9841118;96.8875900;97.9656488;98.3297644;100.1185931;101.8780479;102.1423889;101.1929871;99.7486949;99.8126944;103.3199550;106.6409150;104.2428510;103.8813378;103.1648272;103.7679084;103.3604087;100.0000000;101.6195147;101.5572526;101.4279838;101.8446264;107.2059781;NA;NA;NA           
AUT.3.0.30.415.HWCDWQ;Austria;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;74.9076371;74.0472714;72.5556629;71.4305786;71.2228271;71.3484791;72.2488221;74.7657638;76.6217013;76.0642587;70.8858981;72.6144713;73.1016978;78.1617649;81.6744814;82.5255832;85.1195159;88.4112518;90.3681488;87.5349737;85.3240667;84.7696998;87.4720973;89.4527610;89.9081601;90.5387380;95.0770759;97.0726276;95.3469763;94.4534238;94.4543021;94.7138016;94.9596240;100.7960750;102.8070838;106.2204105;102.3844470;98.3778049;99.7060749;99.1462320;97.8334594;96.9372929;96.7278569;96.6926844;96.3547940;96.6346874;97.2826425;97.7978408;99.6004655;101.3875084;99.7008878;99.4675820;99.8494178;100.7117406;100.5850205;100.0000000;101.8289597;102.0954651;102.9181624;103.1700082;105.2036602;NA;NA;NA                                                
PRT.3.0.30.415.HWCDWQ;Portugal;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;59.7118005;58.7999096;56.9993689;57.0076779;57.3705069;59.1829584;60.9885218;66.4742998;70.8203850;73.2086218;72.7597636;71.9559714;74.3521379;79.5176619;88.5648452;94.9606364;93.2873895;78.7092788;66.2012679;57.3597742;60.7293105;67.0952796;67.4481407;60.2522996;55.9263298;57.8125787;59.5755017;60.3027238;61.5709253;67.1342249;70.6999913;78.2698216;89.5277485;87.8227539;86.8178617;93.3219528;96.7382628;97.7342811;100.1401636;102.1192347;103.5764334;105.1569434;106.1339874;107.9405164;108.1612494;110.7756378;109.4577352;109.8627853;110.5087312;112.5799578;112.0508429;108.1480389;103.0127982;105.5822479;102.0467829;100.0000000;101.2245722;102.5908818;104.6133064;107.1205067;109.9225112;NA;NA;NA                                     
FIN.3.0.30.415.HWCDWQ;Finland;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;84.1778876;82.9381502;83.6192771;85.8358925;90.4147888;91.2452713;91.4400054;87.5654650;77.4718306;76.6069713;73.7824021;74.8126934;72.9067497;76.2605523;84.0764999;88.8536183;95.3982251;89.1133880;77.0374524;76.4473004;79.7762905;88.2776113;91.8641351;91.8125552;99.7340240;104.9593440;102.7007336;104.8459806;110.8327504;119.8659550;120.4707699;116.4417735;96.3777844;83.5210531;90.7979768;100.3703193;96.3596699;92.7922282;94.1899850;94.1644141;92.9380653;94.3686432;93.5035173;94.0179649;94.4351941;95.7447315;96.1695569;96.3899199;99.7114233;102.7936171;101.2431236;101.9740173;101.7483633;101.8323894;101.1244287;100.0000000;100.6539373;98.4811888;98.0432980;96.9118793;97.0356020;NA;NA;NA                                             
SWE.3.0.30.415.HWCDWQ;Sweden;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;125.5298526;123.4624313;124.8516132;126.1892333;126.5069745;125.9950818;127.0808282;130.9053381;136.0745865;133.3907977;126.2482235;121.3671312;119.0454812;111.1029573;106.9529954;110.2504678;120.9885495;117.9164839;107.5406571;103.3575300;101.6171544;103.1149492;93.1055371;84.9755790;91.0783195;93.5021220;90.1538979;88.5154939;90.6655077;96.4615105;96.7052409;97.3796799;96.7926499;80.4297311;83.0266167;81.2254402;92.3631716;92.5913272;86.7735356;87.5808634;93.5360853;86.5256669;88.0326040;90.2376617;91.2811521;90.7757578;91.1583013;93.5016626;92.7457527;85.9528395;95.6351553;102.2544858;106.5991840;108.1871358;103.0641536;100.0000000;101.3548744;100.6129575;96.1695353;93.5034830;96.7654587;NA;NA;NA                                 
GBR.3.0.30.415.HWCDWQ;United Kingdom;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of the former EU-15: double export weights ;(USD: 2015 = 100) ;114.4961800;110.2165229;104.4989930;99.8054491;96.7207161;94.6012826;92.8750396;91.1267080;80.2142126;78.5707156;77.9419912;76.9331495;74.1088118;64.5997530;63.9762717;65.7452780;58.7487291;55.7056109;57.6063134;62.2368500;74.0625153;83.1638219;82.1169463;80.0790385;79.0396715;80.6975546;72.8447332;70.2896987;77.2135344;79.2275443;76.8704102;81.4898188;76.1792171;73.1593242;71.8583438;67.6951747;68.8441037;84.8786427;89.3741553;94.4668710;104.3240675;104.8319927;102.8009556;95.4019717;100.0980244;101.4018247;105.2673905;107.8552263;90.4467993;80.8415216;84.5784858;83.1866708;88.5832361;86.2293427;90.3417295;100.0000000;90.2220868;85.3030400;84.8641658;87.2335354;88.4129541;NA;NA;NA                                           
